day,date,home_team,result,away_team
Sunday,March 6,Seattle,0-1,SKC
Saturday,March 12,SKC,2-1,Vancouver
Sunday,March 20,SKC,1-0,Toronto FC
Saturday,April 2,SKC,1-2,Real Salt Lake
Saturday,April 9,NY Red Bulls,0-2,SKC
Wednesday,April 13,SKC,1-2,Colorado
Sunday,April 17,FC Dallas,2-1,SKC
Sunday,April 24,San Jose,1-0,SKC
Wednesday,April 27,Vancouver,1-1,SKC
Sunday,May 1,SKC,1-1,LA Galaxy
Saturday,May 7,Houston,2-0,SKC
Wednesday,May 11,Colorado,1-0,SKC
Sunday,May 15,SKC,2-1,Orlando
Saturday,May 21,SKC,1-3,Real Salt Lake
Friday,May 27,SKC,0-1,D.C. United
Thursday,June 2,LA Galaxy,0-0,SKC
Sunday,June 19,SKC,2-0,FC Dallas
Saturday,June 25,Montreal,2-2,SKC
Sunday,July 3,SKC,3-2,Columbus
Sunday,July 10,SKC,3-1,NYCFC
Wednesday,July 13,Chicago,1-0,SKC
Saturday,July 16,Colorado,1-0,SKC
Sunday,July 24,Seattle,3-0,SKC
Sunday,July 31,SKC,1-0,Portland
Sunday,August 7,Portland,3-0,SKC
Saturday,August 13,FC Dallas,2-2,SKC
Saturday,August 20,SKC,2-0,Vancouver
Saturday,August 27,Philadelphia,2-0,SKC
Friday,September 9,SKC,3-3,Houston
Sunday,September 18,SKC,2-2,LA Galaxy
Saturday,September 24,San Jose,1-2,SKC
Saturday,October 1,New England,3-1,SKC
Sunday,October 16,Real Salt Lake,0-0,SKC
Sunday,October 23,SKC,2-0,San Jose
