day,date,home_team,result,away_team
Sunday,March 6,RBNY,0-2,Toronto FC
Saturday,March 12,Montreal,3-0,RBNY
Saturday,March 19,RBNY,4-3,Houston
Friday,April 1,New England,1-0,RBNY
Saturday,April 9,RBNY,0-2,Sporting KC
Wednesday,April 13,San Jose,2-0,RBNY
Saturday,April 16,Colorado,2-1,RBNY
Sunday,April 24,RBNY,3-2,Orlando
Friday,April 29,RBNY,4-0,FC Dallas
Friday,May 6,Orlando,1-1,RBNY
Friday,May 13,D.C. United,2-0,RBNY
Wednesday,May 18,RBNY,1-0,Chicago
Saturday,May 21,NYCFC,0-7,RBNY
Saturday,May 28,RBNY,3-0,Toronto FC
Sunday,June 19,Seattle,2-0,RBNY
Wednesday,June 22,Real Salt Lake,2-1,RBNY
Saturday,June 25,Columbus,1-1,RBNY
Sunday,July 3,NYCFC,2-0,RBNY
Sunday,July 10,RBNY,0-0,Portland
Wednesday,July 13,RBNY,2-0,Orlando
Sunday,July 17,Philadelphia,2-2,RBNY
Sunday,July 24,RBNY,4-1,NYCFC
Sunday,July 31,Chicago,2-2,RBNY
Sunday,August 7,LA Galaxy,2-2,RBNY
Saturday,August 13,RBNY,3-1,Montreal
Sunday,August 21,D.C. United,2-2,RBNY
Sunday,August 28,RBNY,1-0,New England
Saturday,September 3,Vancouver,0-1,RBNY
Sunday,September 11,RBNY,2-2,D.C. United
Sunday,September 18,Toronto FC,3-3,RBNY
Saturday,September 24,RBNY,1-0,Montreal
Saturday,October 1,RBNY,3-2,Philadelphia
Sunday,October 16,RBNY,3-2,Columbus
Sunday,October 23,Philadelphia,0-2,RBNY
