day,date,home_team,result,away_team
Sunday,March 6,VAN,2-3,Montreal
Saturday,March 12,Sporting KC,2-1,VAN
Saturday,March 19,Seattle,1-2,VAN
Saturday,March 26,VAN,1-0,Houston
Saturday,April 2,VAN,0-0,LA Galaxy
Saturday,April 9,D.C. United,4-0,VAN
Saturday,April 16,Real Salt Lake,1-0,VAN
Saturday,April 23,VAN,3-0,FC Dallas
Wednesday,April 27,VAN,1-1,Sporting KC
Saturday,April 30,NYCFC,3-2,VAN
Saturday,May 7,VAN,2-1,Portland
Wednesday,May 11,VAN,2-1,Chicago
Saturday,May 14,Toronto FC,3-4,VAN
Sunday,May 22,Portland,4-2,VAN
Saturday,May 28,VAN,1-1,Houston
Saturday,June 18,VAN,1-2,New England
Saturday,June 25,Philadelphia,2-3,VAN
Monday,July 4,LA Galaxy,2-0,VAN
Saturday,July 9,VAN,2-2,Colorado
Wednesday,July 13,VAN,2-0,Real Salt Lake
Saturday,July 16,VAN,2-2,Orlando
Saturday,July 23,Houston,0-0,VAN
Sunday,July 31,FC Dallas,2-0,VAN
Saturday,August 6,Colorado,2-0,VAN
Friday,August 12,VAN,1-2,San Jose
Saturday,August 20,Sporting KC,2-0,VAN
Saturday,August 27,LA Galaxy,0-0,VAN
Saturday,September 3,VAN,0-1,NY Red Bulls
Saturday,September 10,Columbus,1-3,VAN
Saturday,September 17,Seattle,1-0,VAN
Saturday,September 24,VAN,3-3,Colorado
Sunday,October 2,Seattle,1-2,VAN
Sunday,October 16,San Jose,0-0,VAN
Sunday,October 23,VAN,4-1,Portland
