day,date,home_team,result,away_team
Sunday,March 6,LA Galaxy,4-1,DC
Saturday,March 12,New England,0-0,DC
Sunday,March 20,DC,1-1,Colorado
Saturday,March 26,DC,0-3,FC Dallas
Saturday,April 2,San Jose,1-1,DC
Saturday,April 9,DC,4-0,Vancouver
Saturday,April 16,DC,0-1,Toronto FC
Saturday,April 23,DC,3-0,New England
Saturday,April 30,Chicago,1-1,DC
Sunday,May 8,DC,0-2,NYCFC
Friday,May 13,DC,2-0,NY Red Bulls
Friday,May 20,Philadelphia,1-0,DC
Friday,May 27,Sporting KC,0-1,DC
Wednesday,June 1,Seattle,0-2,DC
Saturday,June 18,Houston,0-0,DC
Saturday,June 25,DC,2-0,New England
Friday,July 1,Real Salt Lake,1-1,DC
Saturday,July 9,Philadelphia,3-0,DC
Saturday,July 16,Columbus,1-1,DC
Saturday,July 23,Toronto FC,4-1,DC
Sunday,July 31,DC,1-1,Montreal
Saturday,August 6,DC,2-2,Philadelphia
Saturday,August 13,DC,2-0,Portland
Sunday,August 21,DC,2-2,NY Red Bulls
Wednesday,August 24,Montreal,1-1,DC
Saturday,August 27,DC,6-2,Chicago
Thursday,September 1,NYCFC,3-2,DC
Sunday,September 11,NY Red Bulls,2-2,DC
Friday,September 16,Chicago,2-2,DC
Saturday,September 24,DC,4-1,Orlando
Wednesday,September 28,DC,3-0,Columbus
Saturday,October 1,Toronto FC,1-2,DC
Sunday,October 16,DC,3-1,NYCFC
Sunday,October 23,Orlando,4-2,DC
