day,date,home_team,result,away_team
Sunday,March 6,CHI,3-4,NYCFC
Friday,March 11,Orlando,1-1,CHI
Saturday,March 19,CHI,0-0,Columbus
Saturday,April 2,CHI,1-0,Philadelphia
Sunday,April 10,NYCFC,0-0,CHI
Saturday,April 16,CHI,1-2,Montreal
Saturday,April 30,CHI,1-1,D.C. United
Wednesday,May 11,Vancouver,2-1,CHI
Saturday,May 14,New England,2-0,CHI
Wednesday,May 18,NY Red Bulls,1-0,CHI
Saturday,May 21,CHI,1-0,Houston
Saturday,May 28,CHI,1-1,Portland
Saturday,June 18,Colorado,2-1,CHI
Wednesday,June 22,Philadelphia,4-3,CHI
Friday,July 1,CHI,1-0,San Jose
Saturday,July 9,Toronto FC,1-0,CHI
Wednesday,July 13,CHI,1-0,Sporting KC
Saturday,July 16,FC Dallas,3-1,CHI
Saturday,July 23,New England,1-0,CHI
Sunday,July 31,CHI,2-2,NY Red Bulls
Saturday,August 6,Real Salt Lake,3-1,CHI
Sunday,August 14,CHI,2-2,Orlando
Saturday,August 20,Montreal,0-3,CHI
Wednesday,August 24,CHI,2-2,LA Galaxy
Saturday,August 27,D.C. United,6-2,CHI
Saturday,September 3,CHI,3-0,Philadelphia
Saturday,September 10,CHI,1-2,Toronto FC
Friday,September 16,CHI,2-2,D.C. United
Friday,September 23,NYCFC,4-1,CHI
Wednesday,September 28,Seattle,1-0,CHI
Saturday,October 1,Columbus,3-0,CHI
Thursday,October 13,CHI,2-2,Columbus
Sunday,October 16,CHI,2-1,New England
Sunday,October 23,Toronto FC,3-2,CHI
