day,date,home_team,result,away_team
Saturday,April 13,LA,2-1,NY Red Bulls
Saturday,April 20,D.C. United,1-2,LA
Sunday,April 28,LA,2-1,San Jose
Sunday,May 5,LA,3-1,D.C. United
Sunday,May 12,San Jose,1-2,LA
Sunday,May 19,LA,2-0,Sporting KC
Sunday,May 26,LA,3-2,Columbus
Saturday,June 1,Tampa Bay Mutiny,1-2,LA
Thursday,June 6,New England,2-3,LA
Sunday,June 9,NY Red Bulls,0-4,LA
Sunday,June 16,LA,3-2,Tampa Bay Mutiny
Wednesday,June 26,LA,3-1,Colorado
Sunday,June 30,Colorado,2-1,LA
Thursday,July 4,LA,0-1,New England
Saturday,July 6,Sporting KC,3-1,LA
Wednesday,July 17,FC Dallas,5-2,LA
Sunday,July 21,LA,3-0,NY Red Bulls
Saturday,July 27,Tampa Bay Mutiny,4-3,LA
Thursday,August 1,Colorado,2-3,LA
Sunday,August 4,LA,1-2,Columbus
Thursday,August 8,LA,1-0,New England
Sunday,August 11,Sporting KC,3-2,LA
Sunday,August 18,D.C. United,2-1,LA
Wednesday,August 21,LA,1-2,Sporting KC
Sunday,August 25,LA,2-3,FC Dallas
Wednesday,August 28,Columbus,2-0,LA
Sunday,September 1,San Jose,1-2,LA
Thursday,September 5,LA,0-1,Colorado
Tuesday,September 10,NY Red Bulls,3-1,LA
Sunday,September 15,LA,4-2,San Jose
Thursday,September 19,FC Dallas,1-2,LA
Sunday,September 22,LA,2-1,FC Dallas
