day,date,home_team,result,away_team
Sunday,April 14,DAL,1-0,San Jose
Thursday,April 18,DAL,3-0,Sporting KC
Sunday,April 21,Colorado,3-1,DAL
Sunday,April 28,Tampa Bay Mutiny,1-2,DAL
Wednesday,May 1,D.C. United,3-1,DAL
Sunday,May 5,DAL,1-0,Columbus
Saturday,May 11,Sporting KC,2-3,DAL
Saturday,May 18,DAL,3-2,D.C. United
Thursday,May 23,DAL,0-1,Tampa Bay Mutiny
Wednesday,May 29,Colorado,2-0,DAL
Sunday,June 2,DAL,0-1,NY Red Bulls
Saturday,June 8,DAL,4-1,San Jose
Saturday,June 15,DAL,2-1,Colorado
Wednesday,June 19,NY Red Bulls,1-0,DAL
Sunday,June 23,New England,1-4,DAL
Saturday,June 29,DAL,0-1,Sporting KC
Thursday,July 4,DAL,2-1,D.C. United
Sunday,July 7,D.C. United,6-1,DAL
Wednesday,July 10,NY Red Bulls,3-2,DAL
Wednesday,July 17,DAL,5-2,LA Galaxy
Saturday,July 20,Sporting KC,1-2,DAL
Saturday,July 27,DAL,3-0,Colorado
Wednesday,July 31,Columbus,1-2,DAL
Saturday,August 10,DAL,2-1,Tampa Bay Mutiny
Wednesday,August 14,DAL,2-3,Columbus
Thursday,August 22,San Jose,1-0,DAL
Sunday,August 25,LA Galaxy,2-3,DAL
Wednesday,September 4,New England,2-1,DAL
Saturday,September 7,DAL,0-2,New England
Wednesday,September 11,San Jose,2-3,DAL
Thursday,September 19,DAL,1-2,LA Galaxy
Sunday,September 22,LA Galaxy,2-1,DAL
