day,date,home_team,result,away_team
Saturday,April 6,San Jose,1-0,DC
Saturday,April 13,Columbus,4-0,DC
Saturday,April 20,DC,1-2,LA Galaxy
Saturday,April 27,New England,2-1,DC
Wednesday,May 1,DC,3-1,FC Dallas
Sunday,May 5,LA Galaxy,3-1,DC
Sunday,May 12,DC,1-2,NY Red Bulls
Wednesday,May 15,DC,5-2,Columbus
Saturday,May 18,FC Dallas,3-2,DC
Thursday,May 30,NY Red Bulls,1-2,DC
Sunday,June 2,Colorado,2-3,DC
Wednesday,June 5,DC,3-1,San Jose
Thursday,June 20,Sporting KC,5-1,DC
Sunday,June 23,San Jose,2-1,DC
Sunday,June 30,DC,3-1,New England
Thursday,July 4,FC Dallas,2-1,DC
Sunday,July 7,DC,6-1,FC Dallas
Friday,July 12,DC,1-0,Tampa Bay Mutiny
Saturday,July 20,New England,2-0,DC
Sunday,July 28,DC,2-0,Columbus
Wednesday,July 31,DC,2-3,Sporting KC
Sunday,August 4,DC,2-4,Sporting KC
Wednesday,August 7,Tampa Bay Mutiny,1-3,DC
Saturday,August 10,Columbus,3-2,DC
Sunday,August 18,DC,2-1,LA Galaxy
Wednesday,August 21,NY Red Bulls,2-3,DC
Sunday,August 25,DC,3-0,Tampa Bay Mutiny
Thursday,August 29,Colorado,1-2,DC
Friday,September 6,DC,1-2,NY Red Bulls
Saturday,September 14,Tampa Bay Mutiny,2-0,DC
Tuesday,September 17,DC,3-2,New England
Saturday,September 21,DC,3-1,Colorado
