Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Barnsley,West Brom,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Charlton,Birmingham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Crystal Palace,Tranmere,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Derby,Sunderland,5,0,H,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Grimsby,Bolton,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Leicester,Peterboro,2,1,H,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Luton,Watford,2,1,H,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Notts County,Middlesbrough,2,3,A,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Oxford,Portsmouth,3,2,H,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Stoke,Millwall,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,14/08/93,Wolves,Bristol City,3,1,H,,,,,,,,,,,,,,,,,,,,,
E1,15/08/93,Southend,Nott'm Forest,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,17/08/93,Peterboro,Barnsley,4,1,H,,,,,,,,,,,,,,,,,,,,,
E1,17/08/93,Portsmouth,Charlton,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,18/08/93,Nott'm Forest,Derby,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Bolton,Stoke,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Bristol City,Crystal Palace,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Middlesbrough,Derby,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Nott'm Forest,Grimsby,5,3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Peterboro,Notts County,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Portsmouth,Luton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Sunderland,Charlton,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Tranmere,Leicester,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,Watford,Barnsley,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/93,West Brom,Oxford,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/93,Birmingham,Wolves,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/93,Millwall,Southend,1,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,24/08/93,Barnsley,Middlesbrough,1,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,24/08/93,Charlton,Tranmere,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,24/08/93,Crystal Palace,Nott'm Forest,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,24/08/93,Grimsby,Portsmouth,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,25/08/93,Wolves,Millwall,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Barnsley,Birmingham,2,3,A,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Charlton,Bolton,3,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Crystal Palace,Portsmouth,5,1,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Derby,Bristol City,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Grimsby,Tranmere,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Leicester,Millwall,4,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Luton,Nott'm Forest,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Notts County,Sunderland,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Oxford,Watford,2,3,A,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Southend,Peterboro,3,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Stoke,West Brom,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,28/08/93,Wolves,Middlesbrough,2,3,A,,,,,,,,,,,,,,,,,,,,,
E1,31/08/93,Birmingham,Crystal Palace,2,4,A,,,,,,,,,,,,,,,,,,,,,
E1,31/08/93,Bolton,Oxford,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,01/09/93,West Brom,Southend,2,2,D,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Birmingham,Derby,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Bristol City,Southend,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Millwall,Barnsley,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Peterboro,Grimsby,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Portsmouth,Stoke,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Tranmere,Notts County,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,04/09/93,Watford,Charlton,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,05/09/93,West Brom,Wolves,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,07/09/93,Watford,Wolves,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Barnsley,Nott'm Forest,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Charlton,Millwall,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Derby,Peterboro,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Grimsby,Watford,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Luton,Bolton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Notts County,West Brom,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Oxford,Bristol City,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Southend,Middlesbrough,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Stoke,Tranmere,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,11/09/93,Wolves,Portsmouth,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,12/09/93,Crystal Palace,Sunderland,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,12/09/93,Leicester,Birmingham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,14/09/93,Bristol City,Leicester,1,3,A,,,,,,,,,,,,,,,,,,,,,
E1,14/09/93,Middlesbrough,Stoke,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,14/09/93,Tranmere,Luton,4,1,H,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Birmingham,Grimsby,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Bolton,Leicester,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Bristol City,Charlton,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Middlesbrough,Luton,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Millwall,Derby,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Peterboro,Oxford,3,1,H,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Portsmouth,Southend,2,1,H,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Sunderland,Wolves,0,2,A,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Tranmere,Barnsley,0,3,A,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,Watford,Notts County,3,1,H,,,,,,,,,,,,,,,,,,,,,
E1,18/09/93,West Brom,Crystal Palace,1,4,A,,,,,,,,,,,,,,,,,,,,,
E1,19/09/93,Nott'm Forest,Stoke,2,3,A,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Barnsley,Leicester,0,1,A,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Birmingham,Luton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Grimsby,Wolves,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Notts County,Derby,4,1,H,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Peterboro,Millwall,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Portsmouth,Bristol City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Stoke,Southend,0,1,A,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Tranmere,Oxford,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,Watford,Sunderland,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,25/09/93,West Brom,Middlesbrough,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,26/09/93,Bolton,Nott'm Forest,4,3,H,,,,,,,,,,,,,,,,,,,,,
E1,26/09/93,Charlton,Crystal Palace,0,0,D,,,,,,,,,,,,,,,,,,,,,
E1,28/09/93,Sunderland,Grimsby,2,2,D,,,,,,,,,,,,,,,,,,,,,
E1,29/09/93,Middlesbrough,Leicester,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Bristol City,Bolton,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Crystal Palace,Stoke,4,1,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Leicester,Notts County,3,2,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Luton,Barnsley,5,0,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Middlesbrough,Birmingham,2,2,D,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Millwall,Watford,4,1,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Nott'm Forest,Portsmouth,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Oxford,Grimsby,2,2,D,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Southend,Tranmere,1,2,A,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Sunderland,Peterboro,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,02/10/93,Wolves,Charlton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E1,03/10/93,Derby,West Brom,5,3,H,,,,,,,,,,,,,,,,,,,,,
E1,05/10/93,Luton,Bristol City,0,2,A,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Barnsley,Charlton,0,1,A,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Derby,Luton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Grimsby,Southend,4,0,H,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Millwall,West Brom,2,1,H,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Notts County,Bristol City,2,0,H,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Peterboro,Portsmouth,2,2,D,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Sunderland,Birmingham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,09/10/93,Tranmere,Bolton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E1,10/10/93,Oxford,Stoke,1,0,H,,,,,,,,,,,,,,,,,,,,,
E1,10/10/93,Watford,Middlesbrough,2,0,H,,,,,,,,,,,,,,,,,,,,,
