Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
E0,15/08/98,Blackburn,Derby,0,0,D,0,0,D,,,,,,,,,,,
E0,15/08/98,Coventry,Chelsea,2,1,H,2,1,H,,,,,,,,,,,
E0,15/08/98,Everton,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,
E0,15/08/98,Man United,Leicester,2,2,D,0,1,A,,,,,,,,,,,
E0,15/08/98,Middlesbrough,Leeds,0,0,D,0,0,D,,,,,,,,,,,
E0,15/08/98,Newcastle,Charlton,0,0,D,0,0,D,,,,,,,,,,,
E0,15/08/98,Sheffield Weds,West Ham,0,1,A,0,0,D,,,,,,,,,,,
E0,15/08/98,Wimbledon,Tottenham,3,1,H,0,0,D,,,,,,,,,,,
E0,16/08/98,Southampton,Liverpool,1,2,A,1,1,D,,,,,,,,,,,
E0,17/08/98,Arsenal,Nott'm Forest,2,1,H,0,0,D,,,,,,,,,,,
E0,22/08/98,Charlton,Southampton,5,0,H,1,0,H,,,,,,,,,,,
E0,22/08/98,Chelsea,Newcastle,1,1,D,1,1,D,,,,,,,,,,,
E0,22/08/98,Derby,Wimbledon,0,0,D,0,0,D,,,,,,,,,,,
E0,22/08/98,Leicester,Everton,2,0,H,2,0,H,,,,,,,,,,,
E0,22/08/98,Liverpool,Arsenal,0,0,D,0,0,D,,,,,,,,,,,
E0,22/08/98,Nott'm Forest,Coventry,1,0,H,0,0,D,,,,,,,,,,,
E0,22/08/98,Tottenham,Sheffield Weds,0,3,A,0,2,A,,,,,,,,,,,
E0,22/08/98,West Ham,Man United,0,0,D,0,0,D,,,,,,,,,,,
E0,23/08/98,Aston Villa,Middlesbrough,3,1,H,1,0,H,,,,,,,,,,,
E0,24/08/98,Leeds,Blackburn,1,0,H,1,0,H,,,,,,,,,,,
E0,29/08/98,Arsenal,Charlton,0,0,D,0,0,D,,,,,,,,,,,
E0,29/08/98,Blackburn,Leicester,1,0,H,1,0,H,,,,,,,,,,,
E0,29/08/98,Coventry,West Ham,0,0,D,0,0,D,,,,,,,,,,,
E0,29/08/98,Everton,Tottenham,0,1,A,0,1,A,,,,,,,,,,,
E0,29/08/98,Middlesbrough,Derby,1,1,D,0,1,A,,,,,,,,,,,
E0,29/08/98,Sheffield Weds,Aston Villa,0,1,A,0,1,A,,,,,,,,,,,
E0,29/08/98,Southampton,Nott'm Forest,1,2,A,0,0,D,,,,,,,,,,,
E0,29/08/98,Wimbledon,Leeds,1,1,D,0,0,D,,,,,,,,,,,
E0,30/08/98,Newcastle,Liverpool,1,4,A,1,4,A,,,,,,,,,,,
E0,08/09/98,Leeds,Southampton,3,0,H,1,0,H,,,,,,,,,,,
E0,08/09/98,Nott'm Forest,Everton,0,2,A,0,0,D,,,,,,,,,,,
E0,09/09/98,Aston Villa,Newcastle,1,0,H,0,0,D,,,,,,,,,,,
E0,09/09/98,Chelsea,Arsenal,0,0,D,0,0,D,,,,,,,,,,,
E0,09/09/98,Derby,Sheffield Weds,1,0,H,1,0,H,,,,,,,,,,,
E0,09/09/98,Leicester,Middlesbrough,0,1,A,0,1,A,,,,,,,,,,,
E0,09/09/98,Liverpool,Coventry,2,0,H,1,0,H,,,,,,,,,,,
E0,09/09/98,Man United,Charlton,4,1,H,2,1,H,,,,,,,,,,,
E0,09/09/98,Tottenham,Blackburn,2,1,H,1,1,D,,,,,,,,,,,
E0,09/09/98,West Ham,Wimbledon,3,4,A,3,1,H,,,,,,,,,,,
E0,12/09/98,Aston Villa,Wimbledon,2,0,H,1,0,H,,,,,,,,,,,
E0,12/09/98,Charlton,Derby,1,2,A,0,1,A,,,,,,,,,,,
E0,12/09/98,Chelsea,Nott'm Forest,2,1,H,2,0,H,,,,,,,,,,,
E0,12/09/98,Everton,Leeds,0,0,D,0,0,D,,,,,,,,,,,
E0,12/09/98,Leicester,Arsenal,1,1,D,1,0,H,,,,,,,,,,,
E0,12/09/98,Man United,Coventry,2,0,H,1,0,H,,,,,,,,,,,
E0,12/09/98,Newcastle,Southampton,4,0,H,2,0,H,,,,,,,,,,,
E0,12/09/98,Sheffield Weds,Blackburn,3,0,H,2,0,H,,,,,,,,,,,
E0,12/09/98,West Ham,Liverpool,2,1,H,1,0,H,,,,,,,,,,,
E0,13/09/98,Tottenham,Middlesbrough,0,3,A,0,2,A,,,,,,,,,,,
E0,19/09/98,Coventry,Newcastle,1,5,A,1,3,A,,,,,,,,,,,
E0,19/09/98,Derby,Leicester,2,0,H,1,0,H,,,,,,,,,,,
E0,19/09/98,Leeds,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,
E0,19/09/98,Liverpool,Charlton,3,3,D,1,1,D,,,,,,,,,,,
E0,19/09/98,Middlesbrough,Everton,2,2,D,2,0,H,,,,,,,,,,,
E0,19/09/98,Nott'm Forest,West Ham,0,0,D,0,0,D,,,,,,,,,,,
E0,19/09/98,Southampton,Tottenham,1,1,D,0,1,A,,,,,,,,,,,
E0,19/09/98,Wimbledon,Sheffield Weds,2,1,H,1,0,H,,,,,,,,,,,
E0,20/09/98,Arsenal,Man United,3,0,H,2,0,H,,,,,,,,,,,
E0,21/09/98,Blackburn,Chelsea,3,4,A,1,1,D,,,,,,,,,,,
E0,24/09/98,Man United,Liverpool,2,0,H,1,0,H,,,,,,,,,,,
E0,26/09/98,Aston Villa,Derby,1,0,H,1,0,H,,,,,,,,,,,
E0,26/09/98,Charlton,Coventry,1,1,D,0,0,D,,,,,,,,,,,
E0,26/09/98,Chelsea,Middlesbrough,2,0,H,0,0,D,,,,,,,,,,,
E0,26/09/98,Everton,Blackburn,0,0,D,0,0,D,,,,,,,,,,,
E0,26/09/98,Newcastle,Nott'm Forest,2,0,H,1,0,H,,,,,,,,,,,
E0,26/09/98,Sheffield Weds,Arsenal,1,0,H,0,0,D,,,,,,,,,,,
E0,26/09/98,Tottenham,Leeds,3,3,D,1,2,A,,,,,,,,,,,
E0,27/09/98,Leicester,Wimbledon,1,1,D,0,0,D,,,,,,,,,,,
E0,28/09/98,West Ham,Southampton,1,0,H,0,0,D,,,,,,,,,,,
E0,03/10/98,Blackburn,West Ham,3,0,H,1,0,H,,,,,,,,,,,
E0,03/10/98,Coventry,Aston Villa,1,2,A,0,2,A,,,,,,,,,,,
E0,03/10/98,Derby,Tottenham,0,1,A,0,0,D,,,,,,,,,,,
E0,03/10/98,Leeds,Leicester,0,1,A,0,0,D,,,,,,,,,,,
