Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
P1,23/08/96,Espinho,Sp Lisbon,1,3,A,,,,,,,,,,,,,,,,,,,,,
P1,24/08/96,Belenenses,Boavista,2,4,A,,,,,,,,,,,,,,,,,,,,,
P1,25/08/96,Benfica,Sp Braga,1,1,D,,,,,,,,,,,,,,,,,,,,,
P1,25/08/96,Guimaraes,Gil Vicente,4,2,H,,,,,,,,,,,,,,,,,,,,,
P1,25/08/96,Porto,Setubal,2,2,D,,,,,,,,,,,,,,,,,,,,,
P1,01/09/96,Farense,Est Amadora,1,0,H,,,,,,,,,,,,,,,,,,,,,
P1,01/09/96,Leca,Leiria,3,0,H,,,,,,,,,,,,,,,,,,,,,
P1,01/09/96,Maritimo,Desp. Chaves,3,3,D,,,,,,,,,,,,,,,,,,,,,
P1,01/09/96,Rio Ave,Salgueiros,1,1,D,,,,,,,,,,,,,,,,,,,,,
P1,06/09/96,Sp Lisbon,Farense,0,0,D,,,,,,,,,,,,,,,,,,,,,
P1,07/09/96,Boavista,Espinho,0,2,A,,,,,,,,,,,,,,,,,,,,,
P1,07/09/96,Gil Vicente,Benfica,0,3,A,,,,,,,,,,,,,,,,,,,,,
P1,07/09/96,Leiria,Porto,0,3,A,,,,,,,,,,,,,,,,,,,,,
P1,07/09/96,Setubal,Guimaraes,4,0,H,,,,,,,,,,,,,,,,,,,,,
P1,08/09/96,Desp. Chaves,Leca,1,0,H,,,,,,,,,,,,,,,,,,,,,
P1,08/09/96,Est Amadora,Rio Ave,0,0,D
P1,08/09/96,Salgueiros,Maritimo,0,0,D
P1,08/09/96,Sp Braga,Belenenses,3,1,H
P1,14/09/96,Rio Ave,Sp Lisbon,3,4,A
P1,15/09/96,Belenenses,Espinho,0,0,D
P1,15/09/96,Benfica,Setubal,5,1,H
P1,15/09/96,Farense,Boavista,2,0,H
P1,15/09/96,Guimaraes,Leiria,3,0,H
P1,15/09/96,Leca,Salgueiros,3,1,H
P1,15/09/96,Maritimo,Est Amadora,2,0,H
P1,15/09/96,Porto,Desp. Chaves,2,0,H
P1,15/09/96,Sp Braga,Gil Vicente,4,1,H
P1,20/09/96,Sp Lisbon,Maritimo,3,0,H
P1,21/09/96,Boavista,Rio Ave,2,0,H
P1,21/09/96,Desp. Chaves,Guimaraes,0,0,D
P1,21/09/96,Salgueiros,Porto,0,1,A
P1,22/09/96,Espinho,Farense,1,0,H
P1,22/09/96,Est Amadora,Leca,1,0,H
P1,22/09/96,Gil Vicente,Belenenses,1,2,A
P1,22/09/96,Leiria,Benfica,0,2,A
P1,22/09/96,Setubal,Sp Braga,1,1,D
P1,28/09/96,Leca,Sp Lisbon,0,1,A
P1,29/09/96,Belenenses,Farense,1,2,A
P1,29/09/96,Gil Vicente,Setubal,0,0,D
P1,29/09/96,Guimaraes,Salgueiros,1,2,A
P1,29/09/96,Maritimo,Boavista,2,2,D
P1,29/09/96,Porto,Est Amadora,0,0,D
P1,29/09/96,Rio Ave,Espinho,0,3,A
