day,date,home_team,result,away_team
Saturday,March 29,Sporting KC,2-0,DC
Saturday,April 5,DC,4-1,Toronto FC
Saturday,April 12,Real Salt Lake,4-0,DC
Thursday,April 17,DC,1-2,Columbus
Saturday,April 26,DC,4-1,Real Salt Lake
Sunday,May 4,Colorado,2-0,DC
Thursday,May 8,DC,0-2,Chicago
Saturday,May 17,Chivas USA,3-1,DC
Wednesday,May 21,Toronto FC,1-0,DC
Saturday,May 24,DC,3-2,Toronto FC
Thursday,May 29,New England,2-2,DC
Saturday,June 7,Chicago,1-2,DC
Saturday,June 14,DC,4-1,NY Red Bulls
Sunday,June 22,DC,3-1,San Jose
Sunday,June 29,DC,4-1,LA Galaxy
Tuesday,July 22,DC,0-0,Houston
Wednesday,July 23,DC,0-2,Houston
Saturday,August 2,DC,2-0,Sporting KC
Sunday,August 10,NY Red Bulls,4-1,DC
Saturday,August 16,Chicago,0-1,DC
Wednesday,August 20,New England,2-1,DC
Saturday,August 23,DC,3-0,Colorado
Saturday,August 30,DC,0-0,NY Red Bulls
Saturday,September 6,San Jose,2-1,DC
Saturday,September 13,DC,2-2,FC Dallas
Saturday,September 20,LA Galaxy,5-2,DC
Sunday,September 28,FC Dallas,3-0,DC
Saturday,October 4,DC,0-3,Chivas USA
Sunday,October 12,Houston,0-0,DC
Thursday,October 16,DC,2-1,New England
Sunday,October 26,Columbus,1-0,DC
