day,date,home_team,result,away_team
Saturday,March 29,CLB,2-0,Toronto FC
Saturday,April 5,NY Red Bulls,2-0,CLB
Saturday,April 12,CLB,4-3,Chivas USA
Thursday,April 17,D.C. United,1-2,CLB
Saturday,April 26,CLB,1-0,Houston
Saturday,May 3,CLB,2-1,Sporting KC
Saturday,May 10,San Jose,2-3,CLB
Saturday,May 17,Toronto FC,0-0,CLB
Saturday,May 24,CLB,0-1,New England
Saturday,May 31,Chivas USA,2-0,CLB
Saturday,June 7,CLB,0-2,San Jose
Saturday,June 14,Sporting KC,0-3,CLB
Saturday,June 21,LA Galaxy,3-3,CLB
Saturday,June 28,CLB,2-1,Colorado
Saturday,July 5,CLB,2-2,Chicago
Saturday,July 12,Real Salt Lake,2-0,CLB
Thursday,July 17,CLB,3-3,Sporting KC
Sunday,July 27,Colorado,0-2,CLB
Saturday,August 2,Houston,2-0,CLB
Saturday,August 16,CLB,2-1,FC Dallas
Saturday,August 23,CLB,3-0,Real Salt Lake
Saturday,August 30,FC Dallas,1-2,CLB
Saturday,September 6,CLB,4-0,New England
Saturday,September 13,Toronto FC,1-1,CLB
Thursday,September 18,CLB,3-1,NY Red Bulls
Saturday,September 27,New England,0-1,CLB
Saturday,October 4,CLB,1-1,LA Galaxy
Sunday,October 12,Chicago,2-2,CLB
Saturday,October 18,NY Red Bulls,3-1,CLB
Sunday,October 26,CLB,1-0,D.C. United
