day,date,home_team,result,away_team
Saturday,March 29,NE,3-0,Houston
Thursday,April 3,Chicago,4-0,NE
Wednesday,April 9,Sporting KC,1-3,NE
Saturday,April 12,NE,0-1,Colorado
Saturday,April 19,NY Red Bulls,1-1,NE
Thursday,April 24,FC Dallas,0-1,NE
Saturday,May 3,NE,0-3,Chicago
Sunday,May 11,Chivas USA,1-2,NE
Saturday,May 17,NE,2-0,San Jose
Saturday,May 24,Columbus,0-1,NE
Thursday,May 29,NE,2-2,D.C. United
Friday,June 6,NE,2-1,FC Dallas
Thursday,June 12,Houston,0-2,NE
Wednesday,June 18,NE,1-1,NY Red Bulls
Saturday,June 21,Real Salt Lake,2-1,NE
Saturday,June 28,NE,2-1,Toronto FC
Friday,July 4,LA Galaxy,1-2,NE
Saturday,August 9,NE,1-2,Chicago
Saturday,August 16,San Jose,4-0,NE
Wednesday,August 20,NE,2-1,D.C. United
Saturday,August 23,Toronto FC,1-1,NE
Saturday,August 30,NE,2-2,LA Galaxy
Saturday,September 6,Columbus,4-0,NE
Thursday,September 11,NE,4-0,Chivas USA
Saturday,September 20,Colorado,1-1,NE
Saturday,September 27,NE,0-1,Columbus
Saturday,October 4,NE,2-2,Real Salt Lake
Saturday,October 11,Sporting KC,1-0,NE
Thursday,October 16,D.C. United,2-1,NE
Saturday,October 25,NE,1-3,Sporting KC
