day,date,home_team,result,away_team
Saturday,March 29,SKC,2-0,D.C. United
Saturday,April 5,SKC,3-2,Colorado
Wednesday,April 9,SKC,1-3,New England
Saturday,April 12,SKC,0-0,Houston
Sunday,April 20,Chicago,0-1,SKC
Saturday,April 26,Toronto FC,2-0,SKC
Saturday,May 3,Columbus,2-1,SKC
Saturday,May 17,NY Red Bulls,1-1,SKC
Saturday,May 24,LA Galaxy,3-1,SKC
Saturday,June 7,Real Salt Lake,0-0,SKC
Saturday,June 14,SKC,0-3,Columbus
Saturday,June 21,Toronto FC,0-0,SKC
Saturday,June 28,SKC,1-0,Real Salt Lake
Friday,July 4,FC Dallas,1-1,SKC
Thursday,July 10,SKC,2-1,NY Red Bulls
Thursday,July 17,Columbus,3-3,SKC
Sunday,July 27,SKC,0-0,Chicago
Saturday,August 2,D.C. United,2-0,SKC
Saturday,August 9,SKC,3-2,Chivas USA
Saturday,August 16,Colorado,2-1,SKC
Saturday,August 23,SKC,1-1,FC Dallas
Saturday,August 30,San Jose,2-1,SKC
Sunday,September 7,Houston,3-1,SKC
Saturday,September 13,SKC,2-0,LA Galaxy
Saturday,September 20,SKC,2-0,Toronto FC
Saturday,September 27,Chivas USA,2-1,SKC
Sunday,October 5,SKC,1-1,Chicago
Saturday,October 11,SKC,1-0,New England
Saturday,October 18,SKC,3-2,San Jose
Saturday,October 25,New England,1-3,SKC
