day,date,home_team,result,away_team
Saturday,April 2,CLB,3-0,LA Galaxy
Saturday,April 9,New England,3-0,CLB
Friday,April 15,CLB,1-0,D.C. United
Saturday,April 23,Colorado,2-0,CLB
Saturday,April 30,CLB,0-2,Chicago
Saturday,May 7,D.C. United,3-1,CLB
Saturday,May 14,CLB,0-4,Sporting KC
Saturday,May 21,CLB,2-0,Real Salt Lake
Wednesday,May 25,LA Galaxy,0-0,CLB
Saturday,May 28,CLB,0-3,NY Red Bulls
Saturday,June 11,CLB,1-0,Colorado
Saturday,June 18,NY Red Bulls,3-2,CLB
Wednesday,June 22,CLB,1-3,New England
Wednesday,June 29,Sporting KC,1-1,CLB
Saturday,July 2,CLB,0-1,D.C. United
Saturday,July 9,CLB,1-2,San Jose
Saturday,July 16,Chicago,1-1,CLB
Wednesday,July 20,CLB,1-0,NY Red Bulls
Saturday,July 23,CLB,2-0,Sporting KC
Saturday,August 6,San Jose,2-1,CLB
Sunday,August 14,NY Red Bulls,2-1,CLB
Saturday,August 20,CLB,1-0,FC Dallas
Friday,August 26,Sporting KC,0-1,CLB
Saturday,September 3,Chivas USA,0-3,CLB
Saturday,September 10,New England,3-1,CLB
Saturday,September 17,CLB,1-2,Chicago
Wednesday,September 21,CLB,1-1,New England
Saturday,September 24,Real Salt Lake,1-2,CLB
Saturday,October 1,CLB,0-1,Chivas USA
Wednesday,October 5,FC Dallas,2-1,CLB
Saturday,October 8,Chicago,1-2,CLB
Saturday,October 15,D.C. United,2-2,CLB
