day,date,home_team,result,away_team
Saturday,April 2,Chivas USA,0-2,DC
Saturday,April 9,DC,1-1,Chicago
Friday,April 15,Columbus,1-0,DC
Saturday,April 23,DC,3-4,New England
Saturday,April 30,Sporting KC,0-0,DC
Saturday,May 7,DC,3-1,Columbus
Saturday,May 14,New England,1-0,DC
Saturday,May 21,DC,3-2,Sporting KC
Saturday,May 28,DC,0-2,FC Dallas
Saturday,June 4,San Jose,0-0,DC
Sunday,June 12,NY Red Bulls,0-0,DC
Wednesday,June 15,DC,4-3,Chicago
Saturday,June 18,DC,2-0,New England
Wednesday,June 29,Chicago,4-3,DC
Saturday,July 2,Columbus,0-1,DC
Saturday,July 9,DC,0-1,Sporting KC
Friday,July 15,DC,3-0,San Jose
Wednesday,July 20,Sporting KC,1-1,DC
Saturday,July 23,LA Galaxy,0-1,DC
Saturday,August 6,Chicago,2-3,DC
Wednesday,August 10,DC,3-0,NY Red Bulls
Saturday,August 13,DC,3-0,Chivas USA
Saturday,August 20,DC,2-3,LA Galaxy
Saturday,August 27,New England,2-1,DC
Wednesday,August 31,DC,5-1,Real Salt Lake
Saturday,September 3,Colorado,1-0,DC
Saturday,September 10,FC Dallas,1-2,DC
Saturday,September 17,DC,2-0,Colorado
Saturday,October 1,NY Red Bulls,1-4,DC
Wednesday,October 5,Real Salt Lake,1-3,DC
Saturday,October 8,DC,1-2,NY Red Bulls
Saturday,October 15,DC,2-2,Columbus
