day,date,home_team,result,away_team
Sunday,April 8,Houston,0-0,LA
Thursday,April 12,LA,1-2,FC Dallas
Saturday,April 28,LA,3-1,Chivas USA
Saturday,May 12,LA,2-3,New England
Sunday,May 20,Chivas USA,1-1,LA
Saturday,May 26,Colorado,1-0,LA
Saturday,June 2,LA,0-0,D.C. United
Saturday,June 9,FC Dallas,3-1,LA
Sunday,June 17,LA,3-2,Real Salt Lake
Saturday,June 23,LA,2-3,Columbus
Wednesday,July 4,LA,2-0,Chicago
Saturday,July 7,LA,2-2,Sporting KC
Sunday,August 5,Toronto FC,0-0,LA
Thursday,August 9,D.C. United,1-0,LA
Sunday,August 12,New England,1-0,LA
Saturday,August 18,NY Red Bulls,5-4,LA
Thursday,August 23,LA,0-3,Chivas USA
Sunday,August 26,Colorado,3-0,LA
Saturday,September 1,LA,1-2,Real Salt Lake
Saturday,September 8,LA,3-1,Colorado
Thursday,September 13,Chivas USA,3-0,LA
Sunday,September 16,LA,1-3,Houston
Wednesday,September 19,Real Salt Lake,2-2,LA
Sunday,September 23,LA,2-1,FC Dallas
Thursday,September 27,Sporting KC,0-1,LA
Sunday,September 30,Columbus,1-2,LA
Sunday,October 7,Houston,1-2,LA
Saturday,October 13,LA,2-1,Toronto FC
Thursday,October 18,LA,1-1,NY Red Bulls
Sunday,October 21,Chicago,1-0,LA
