day,date,home_team,result,away_team
Saturday,April 7,CHI,1-0,New England
Sunday,April 15,Colorado,1-1,CHI
Saturday,April 21,CHI,2-1,Sporting KC
Sunday,April 29,Houston,0-1,CHI
Sunday,May 6,New England,3-1,CHI
Saturday,May 12,Toronto FC,3-1,CHI
Thursday,May 17,CHI,1-2,FC Dallas
Thursday,May 24,NY Red Bulls,3-0,CHI
Sunday,May 27,CHI,0-0,Real Salt Lake
Sunday,June 3,CHI,3-2,Columbus
Saturday,June 9,CHI,0-1,Chivas USA
Saturday,June 16,D.C. United,3-1,CHI
Sunday,July 1,CHI,0-0,Colorado
Wednesday,July 4,LA Galaxy,2-0,CHI
Saturday,July 7,CHI,1-1,Toronto FC
Thursday,July 12,CHI,0-4,Houston
Sunday,July 29,Toronto FC,0-3,CHI
Saturday,August 4,CHI,0-0,Columbus
Saturday,August 18,Real Salt Lake,0-2,CHI
Wednesday,August 22,Sporting KC,3-2,CHI
Saturday,August 25,CHI,2-0,Sporting KC
Saturday,September 1,NY Red Bulls,1-0,CHI
Saturday,September 8,Columbus,0-1,CHI
Saturday,September 15,CHI,2-2,NY Red Bulls
Thursday,September 20,FC Dallas,1-1,CHI
Sunday,September 23,CHI,1-1,D.C. United
Saturday,September 29,Chivas USA,1-1,CHI
Saturday,October 6,CHI,2-1,New England
Saturday,October 13,D.C. United,0-0,CHI
Sunday,October 21,CHI,1-0,LA Galaxy
