day,date,home_team,result,away_team
Saturday,April 7,Real Salt Lake,2-2,DAL
Thursday,April 12,LA Galaxy,1-2,DAL
Sunday,April 15,NY Red Bulls,3-0,DAL
Sunday,April 22,DAL,3-1,Colorado
Thursday,April 26,DAL,0-1,NY Red Bulls
Sunday,April 29,DAL,0-1,New England
Saturday,May 12,Sporting KC,1-2,DAL
Thursday,May 17,Chicago,1-2,DAL
Sunday,May 20,DAL,2-1,Real Salt Lake
Saturday,May 26,Chivas USA,2-0,DAL
Sunday,June 3,Houston,2-1,DAL
Saturday,June 9,DAL,3-1,LA Galaxy
Thursday,June 14,Real Salt Lake,0-1,DAL
Sunday,June 17,Toronto FC,4-0,DAL
Saturday,June 23,Colorado,0-1,DAL
Saturday,June 30,DAL,0-0,Houston
Wednesday,July 4,DAL,2-0,Chivas USA
Saturday,July 14,D.C. United,3-3,DAL
Saturday,August 4,DAL,1-0,Colorado
Saturday,August 11,DAL,3-2,Columbus
Sunday,August 19,Houston,1-0,DAL
Saturday,September 1,DAL,0-4,D.C. United
Saturday,September 8,DAL,2-0,Toronto FC
Saturday,September 15,New England,4-2,DAL
Thursday,September 20,DAL,1-1,Chicago
Sunday,September 23,LA Galaxy,2-1,DAL
Sunday,September 30,DAL,0-3,Houston
Saturday,October 6,Columbus,1-3,DAL
Thursday,October 11,DAL,0-0,Chivas USA
Saturday,October 20,DAL,0-2,Sporting KC
