day,date,home_team,result,away_team
Saturday,April 14,D.C. United,2-4,SKC
Saturday,April 21,Chicago,2-1,SKC
Wednesday,April 25,SKC,3-0,Toronto FC
Saturday,April 28,Toronto FC,0-1,SKC
Saturday,May 5,SKC,1-0,Columbus
Saturday,May 12,SKC,1-2,FC Dallas
Saturday,May 19,Colorado,1-1,SKC
Saturday,May 26,New England,3-4,SKC
Saturday,June 2,SKC,3-2,NY Red Bulls
Saturday,June 16,NY Red Bulls,3-3,SKC
Wednesday,June 20,Columbus,2-1,SKC
Sunday,June 24,SKC,0-1,Houston
Sunday,July 1,SKC,1-1,Toronto FC
Wednesday,July 4,SKC,0-1,D.C. United
Saturday,July 7,LA Galaxy,2-2,SKC
Saturday,July 14,SKC,1-0,Real Salt Lake
Sunday,July 22,SKC,2-2,Colorado
Sunday,July 29,SKC,3-2,Chivas USA
Thursday,August 2,New England,2-0,SKC
Sunday,August 19,SKC,0-1,New England
Wednesday,August 22,SKC,3-2,Chicago
Saturday,August 25,Chicago,2-0,SKC
Wednesday,August 29,Real Salt Lake,3-1,SKC
Saturday,September 1,Houston,1-1,SKC
Saturday,September 15,SKC,3-2,Columbus
Saturday,September 22,Chivas USA,2-1,SKC
Thursday,September 27,SKC,0-1,LA Galaxy
Friday,October 5,SKC,1-1,D.C. United
Saturday,October 13,NY Red Bulls,2-1,SKC
Saturday,October 20,FC Dallas,0-2,SKC
