day,date,home_team,result,away_team
Saturday,April 7,CHV,2-0,Toronto FC
Saturday,April 14,Houston,1-0,CHV
Saturday,April 21,CHV,4-0,Real Salt Lake
Saturday,April 28,LA Galaxy,3-1,CHV
Sunday,May 6,D.C. United,2-1,CHV
Saturday,May 12,Columbus,1-1,CHV
Sunday,May 20,CHV,1-1,LA Galaxy
Saturday,May 26,CHV,2-0,FC Dallas
Saturday,June 9,Chicago,0-1,CHV
Saturday,June 16,CHV,2-0,Colorado
Thursday,June 21,Houston,4-0,CHV
Saturday,June 30,CHV,2-0,New England
Wednesday,July 4,FC Dallas,2-0,CHV
Saturday,July 7,New England,1-1,CHV
Saturday,July 14,CHV,2-1,Columbus
Thursday,July 26,NY Red Bulls,0-2,CHV
Sunday,July 29,Sporting KC,3-2,CHV
Saturday,August 18,Toronto FC,0-2,CHV
Thursday,August 23,LA Galaxy,0-3,CHV
Sunday,August 26,CHV,1-0,Real Salt Lake
Thursday,September 6,CHV,2-2,D.C. United
Sunday,September 9,CHV,3-0,NY Red Bulls
Thursday,September 13,CHV,3-0,LA Galaxy
Sunday,September 16,Colorado,1-1,CHV
Saturday,September 22,CHV,2-1,Sporting KC
Saturday,September 29,CHV,1-1,Chicago
Saturday,October 6,Real Salt Lake,2-3,CHV
Thursday,October 11,FC Dallas,0-0,CHV
Sunday,October 14,CHV,1-2,Colorado
Saturday,October 20,CHV,0-0,Houston
