day,date,home_team,result,away_team
Saturday,April 7,COL,2-1,D.C. United
Sunday,April 15,COL,1-1,Chicago
Sunday,April 22,FC Dallas,3-1,COL
Monday,April 30,Real Salt Lake,0-2,COL
Saturday,May 5,COL,1-3,Houston
Thursday,May 10,COL,1-1,Real Salt Lake
Sunday,May 13,NY Red Bulls,0-1,COL
Saturday,May 19,COL,1-1,Sporting KC
Saturday,May 26,COL,1-0,LA Galaxy
Saturday,June 2,Toronto FC,2-1,COL
Thursday,June 7,Houston,2-1,COL
Saturday,June 16,Chivas USA,2-0,COL
Saturday,June 23,COL,0-1,FC Dallas
Thursday,June 28,D.C. United,4-1,COL
Sunday,July 1,Chicago,0-0,COL
Wednesday,July 4,COL,0-0,Columbus
Sunday,July 8,COL,0-1,NY Red Bulls
Sunday,July 22,Sporting KC,2-2,COL
Saturday,August 4,FC Dallas,1-0,COL
Saturday,August 11,COL,1-0,Houston
Thursday,August 16,COL,3-0,New England
Sunday,August 26,COL,3-0,LA Galaxy
Sunday,September 2,Columbus,1-1,COL
Saturday,September 8,LA Galaxy,3-1,COL
Sunday,September 16,COL,1-1,Chivas USA
Saturday,September 22,Real Salt Lake,1-0,COL
Saturday,September 29,New England,1-0,COL
Sunday,October 7,COL,1-0,Toronto FC
Sunday,October 14,Chivas USA,1-2,COL
Saturday,October 20,COL,0-1,Real Salt Lake
