Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Amiens,Martigues,0,0,D,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Charleville,Lorient,2,1,H,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Le Mans,Chateauroux,1,1,D,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Louhans-Cuis.,Niort,0,0,D,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Mulhouse,Gueugnon,1,2,A,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Red Star 93,Perpignan,0,2,A,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Sochaux,Laval,2,0,H,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,St Brieuc,Toulon,1,2,A,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Toulouse,Epinal,1,0,H,,,,,,,,,,,,,,,,,,,,,
F2,10/08/96,Valence,Beauvais,1,0,H,,,,,,,,,,,,,,,,,,,,,
F2,11/08/96,Troyes,St Etienne,0,2,A,,,,,,,,,,,,,,,,,,,,,
F2,17/08/96,Beauvais,Troyes,1,0,H,,,,,,,,,,,,,,,,,,,,,
F2,17/08/96,Chateauroux,Toulouse,2,1,H,,,,,,,,,,,,,,,,,,,,,
F2,17/08/96,Epinal,Amiens,0,3,A,,,,,,,,,,,,,,,,,,,,,
F2,17/08/96,Gueugnon,Sochaux,1,0,H,,,,,,,,,,,,,,,,,,,,,
F2,17/08/96,Le Mans,Red Star 93,0,1,A
F2,17/08/96,Lorient,Valence,1,0,H
F2,17/08/96,Martigues,St Brieuc,2,1,H
F2,17/08/96,Niort,Charleville,2,0,H
F2,17/08/96,Perpignan,Louhans-Cuis.,4,0,H
F2,17/08/96,St Etienne,Laval,4,0,H
F2,17/08/96,Toulon,Mulhouse,1,0,H
F2,20/08/96,Amiens,Chateauroux,0,2,A
F2,20/08/96,Charleville,Perpignan,0,2,A
F2,20/08/96,Laval,Beauvais,2,1,H
F2,20/08/96,Louhans-Cuis.,Gueugnon,1,1,D
F2,20/08/96,Mulhouse,Martigues,1,0,H
F2,20/08/96,Red Star 93,Toulon,2,1,H
F2,20/08/96,Sochaux,St Etienne,4,1,H
F2,20/08/96,St Brieuc,Epinal,1,0,H
F2,20/08/96,Toulouse,Le Mans,2,1,H
F2,20/08/96,Troyes,Lorient,2,0,H
F2,20/08/96,Valence,Niort,1,2,A
F2,24/08/96,Beauvais,St Etienne,0,0,D
F2,24/08/96,Chateauroux,St Brieuc,2,0,H
F2,24/08/96,Epinal,Mulhouse,3,1,H
F2,24/08/96,Gueugnon,Red Star 93,1,1,D
F2,24/08/96,Le Mans,Amiens,2,0,H
F2,24/08/96,Lorient,Laval,2,2,D
F2,24/08/96,Martigues,Charleville,3,0,H
F2,24/08/96,Niort,Troyes,3,1,H
F2,24/08/96,Perpignan,Sochaux,0,0,D
F2,24/08/96,Toulon,Louhans-Cuis.,2,2,D
F2,24/08/96,Toulouse,Valence,2,0,H
F2,27/08/96,Amiens,Toulouse,1,3,A
F2,27/08/96,Charleville,Toulon,0,3,A
F2,27/08/96,Laval,Niort,1,1,D
F2,27/08/96,Louhans-Cuis.,Martigues,0,0,D
F2,27/08/96,Mulhouse,Chateauroux,2,0,H
F2,27/08/96,Red Star 93,Epinal,1,0,H
F2,27/08/96,Sochaux,Beauvais,4,1,H
F2,27/08/96,St Brieuc,Le Mans,0,0,D
F2,27/08/96,St Etienne,Lorient,2,2,D
F2,27/08/96,Troyes,Perpignan,1,0,H
F2,27/08/96,Valence,Gueugnon,0,2,A
F2,04/09/96,Amiens,Sochaux,1,2,A
F2,04/09/96,Chateauroux,Red Star 93,0,0,D
F2,04/09/96,Epinal,Louhans-Cuis.,0,1,A
F2,04/09/96,Gueugnon,Charleville,0,0,D
F2,04/09/96,Le Mans,Mulhouse,2,0,H
F2,04/09/96,Lorient,Beauvais,1,0,H
F2,04/09/96,Martigues,Troyes,1,1,D
F2,04/09/96,Niort,St Etienne,0,0,D
F2,04/09/96,Perpignan,Laval,0,4,A
F2,04/09/96,Toulon,Valence,1,1,D
F2,04/09/96,Toulouse,St Brieuc,0,1,A
F2,07/09/96,Beauvais,Niort,0,2,A
F2,07/09/96,Charleville,Epinal,2,2,D
F2,07/09/96,Laval,Gueugnon,3,0,H
F2,07/09/96,Louhans-Cuis.,Chateauroux,0,1,A
F2,07/09/96,Mulhouse,Toulouse,1,2,A
F2,07/09/96,Red Star 93,Martigues,1,1,D
F2,07/09/96,Sochaux,Lorient,0,1,A
F2,07/09/96,St Brieuc,Amiens,1,0,H
F2,07/09/96,St Etienne,Toulon,2,1,H
F2,07/09/96,Troyes,Le Mans,1,1,D
F2,07/09/96,Valence,Perpignan,2,1,H
F2,13/09/96,Le Mans,Louhans-Cuis.,0,1,A
F2,13/09/96,St Brieuc,Sochaux,1,2,A
F2,14/09/96,Amiens,Mulhouse,1,0,H
F2,14/09/96,Chateauroux,Charleville,1,0,H
