Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
F2,31/07/99,Ajaccio,Lorient,0,1,A,0,1,A,,,,,,,,,,,
F2,31/07/99,Chateauroux,Valence,3,3,D,0,2,A,,,,,,,,,,,
F2,31/07/99,Creteil,Niort,1,1,D,1,0,H,,,,,,,,,,,
F2,31/07/99,Guingamp,Amiens,2,3,A,2,0,H,,,,,,,,,,,
F2,31/07/99,Laval,Lille,0,1,A,0,1,A,,,,,,,,,,,
F2,31/07/99,Louhans-Cuis.,Cannes,0,1,A,0,0,D,,,,,,,,,,,
F2,31/07/99,Nice,Gueugnon,1,1,D,0,0,D,,,,,,,,,,,
F2,31/07/99,Nimes,Sochaux,2,1,H,1,0,H,,,,,,,,,,,
F2,31/07/99,Toulouse,Caen,0,1,A,0,1,A,,,,,,,,,,,
F2,31/07/99,Wasquehal,Le Mans,1,2,A,0,1,A,,,,,,,,,,,
F2,05/08/99,Lorient,Chateauroux,1,1,D,1,0,H,,,,,,,,,,,
F2,07/08/99,Amiens,Laval,1,1,D,0,0,D,,,,,,,,,,,
F2,07/08/99,Caen,Wasquehal,0,0,D,0,0,D,,,,,,,,,,,
F2,07/08/99,Cannes,Toulouse,0,2,A,0,1,A,,,,,,,,,,,
F2,07/08/99,Gueugnon,Ajaccio,2,2,D,1,2,A,,,,,,,,,,,
F2,07/08/99,Guingamp,Creteil,0,2,A,0,1,A
F2,07/08/99,Le Mans,Niort,2,2,D,2,1,H
F2,07/08/99,Lille,Nimes,1,0,H,0,0,D
F2,07/08/99,Sochaux,Nice,2,1,H,1,1,D
F2,07/08/99,Valence,Louhans-Cuis.,3,0,H,0,0,D
F2,13/08/99,Ajaccio,Sochaux,0,2,A,0,0,D
F2,13/08/99,Chateauroux,Gueugnon,0,1,A,0,0,D
F2,13/08/99,Creteil,Le Mans,1,1,D,1,0,H
F2,13/08/99,Laval,Guingamp,0,2,A,0,0,D
F2,13/08/99,Louhans-Cuis.,Lorient,0,1,A,0,1,A
F2,13/08/99,Nimes,Amiens,2,2,D,1,1,D
F2,13/08/99,Niort,Caen,0,0,D,0,0,D
F2,13/08/99,Toulouse,Valence,2,0,H,1,0,H
F2,13/08/99,Wasquehal,Cannes,0,2,A,0,1,A
F2,14/08/99,Nice,Lille,0,0,D,0,0,D
F2,17/08/99,Amiens,Nice,4,1,H,2,1,H
F2,17/08/99,Caen,Le Mans,1,1,D,1,0,H
F2,17/08/99,Cannes,Niort,2,1,H,1,1,D
F2,17/08/99,Gueugnon,Louhans-Cuis.,0,1,A,0,0,D
F2,17/08/99,Guingamp,Nimes,1,0,H,0,0,D
F2,17/08/99,Laval,Creteil,1,0,H,0,0,D
F2,17/08/99,Lille,Ajaccio,4,2,H,0,0,D
F2,17/08/99,Lorient,Toulouse,1,1,D,1,0,H
F2,17/08/99,Sochaux,Chateauroux,1,2,A,0,0,D
F2,17/08/99,Valence,Wasquehal,1,0,H,1,0,H
F2,20/08/99,Nice,Guingamp,0,0,D,0,0,D
F2,21/08/99,Ajaccio,Amiens,1,3,A,0,0,D
F2,21/08/99,Chateauroux,Lille,2,3,A,0,0,D
F2,21/08/99,Creteil,Caen,2,1,H,2,1,H
F2,21/08/99,Le Mans,Cannes,2,1,H,1,0,H
F2,21/08/99,Louhans-Cuis.,Sochaux,2,2,D,1,2,A
F2,21/08/99,Nimes,Laval,0,0,D,0,0,D
F2,21/08/99,Niort,Valence,1,1,D,1,1,D
F2,21/08/99,Toulouse,Gueugnon,2,0,H,1,0,H
F2,21/08/99,Wasquehal,Lorient,1,0,H,0,0,D
F2,27/08/99,Amiens,Chateauroux,1,0,H,0,0,D
F2,27/08/99,Cannes,Caen,1,0,H,1,0,H
F2,27/08/99,Gueugnon,Wasquehal,1,1,D,1,1,D
F2,27/08/99,Guingamp,Ajaccio,1,1,D,0,1,A
F2,27/08/99,Laval,Nice,1,1,D,0,1,A
F2,27/08/99,Lille,Louhans-Cuis.,1,0,H,0,0,D
F2,27/08/99,Lorient,Niort,2,0,H,2,0,H
F2,27/08/99,Nimes,Creteil,2,1,H,1,0,H
