Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA
F2,28/07/01,Ajaccio,Nancy,4,2,H,1,1,D,2.22,2.8,3.05,2.1,2.8,3,,,
F2,28/07/01,Amiens,Beauvais,0,1,A,0,0,D,2.07,2.8,3.4,2.1,2.9,2.9,,,
F2,28/07/01,Grenoble,Caen,4,3,H,1,2,A,2.08,2.85,3.3,2,2.9,3,,,
F2,28/07/01,Gueugnon,Nimes,4,3,H,3,1,H,1.95,2.9,3.6,1.9,2.7,3.5,,,
F2,28/07/01,Le Mans,Creteil,0,1,A,0,1,A,1.87,2.9,3.9,1.8,2.7,3.9,,,
F2,28/07/01,Nice,Laval,2,1,H,1,1,D,2.15,2.8,3.2,2.2,2.9,2.7,,,
F2,28/07/01,St Etienne,Istres,1,2,A,0,1,A,1.4,3.65,6.7,1.45,3.5,5,,,
F2,28/07/01,Wasquehal,Chateauroux,0,2,A,0,1,A,2.2,2.85,3.05,2.2,2.8,3,,,
F2,29/07/01,Le Havre,Strasbourg,1,1,D,0,1,A,2.4,2.85,2.75,,,,,,
F2,29/07/01,Martigues,Niort,1,1,D,1,1,D,2.5,2.8,2.65,2.5,2.7,2.5,,,
F2,04/08/01,Beauvais,Gueugnon,0,1,A,0,0,D,,,,2.2,2.8,2.8,,,
F2,04/08/01,Caen,Wasquehal,1,0,H,0,0,D,,,,1.85,2.8,3.5,,,
F2,04/08/01,Chateauroux,Ajaccio,0,2,A,0,1,A,,,,1.7,2.9,4,,,
F2,04/08/01,Grenoble,Le Mans,1,1,D,1,0,H,,,,1.85,2.8,3.5,,,
F2,04/08/01,Laval,Istres,2,0,H,0,0,D,,,,1.75,3.2,3.4,,,
F2,04/08/01,Nancy,Amiens,1,1,D,1,1,D,,,,1.6,3.2,4.2
F2,04/08/01,Nimes,Martigues,0,0,D,0,0,D,,,,1.7,2.9,4
F2,04/08/01,Niort,Le Havre,2,2,D,0,2,A,,,,1.8,2.9,3.6
F2,04/08/01,Strasbourg,Nice,3,0,H,2,0,H,,,,1.45,3.5,5
F2,05/08/01,Creteil,St Etienne,1,1,D,1,0,H,,,,2.5,2.7,2.5
F2,10/08/01,Le Havre,Nancy,0,0,D,0,0,D,,,,2,2.8,3.1
F2,11/08/01,Ajaccio,Caen,1,1,D,0,1,A,,,,1.65,3,4.2
F2,11/08/01,Amiens,Grenoble,3,0,H,2,0,H,,,,2.1,2.8,3
F2,11/08/01,Gueugnon,Chateauroux,2,0,H,1,0,H,,,,1.85,2.8,3.5
F2,11/08/01,Istres,Strasbourg,0,1,A,0,0,D,,,,2.6,2.7,2.4
F2,11/08/01,Laval,Niort,1,3,A,1,2,A,,,,2,2.8,3.1
F2,11/08/01,Martigues,Beauvais,0,2,A,0,1,A,,,,2.1,2.7,3.1
F2,11/08/01,Nice,Nimes,2,0,H,1,0,H,,,,1.85,2.9,3.4
F2,11/08/01,St Etienne,Le Mans,2,2,D,0,2,A,,,,1.6,3,4.5
F2,11/08/01,Wasquehal,Creteil,2,1,H,1,0,H,,,,2.1,2.7,3.1
F2,17/08/01,Grenoble,St Etienne,1,0,H,0,0,D,,,,2.5,2.7,2.5
F2,18/08/01,Beauvais,Nice,1,0,H,0,0,D,,,,1.85,2.8,3.5
F2,18/08/01,Caen,Martigues,1,0,H,0,0,D,,,,1.9,2.7,3.5
F2,18/08/01,Chateauroux,Amiens,2,0,H,0,0,D,,,,1.9,2.8,3.3
F2,18/08/01,Creteil,Ajaccio,0,2,A,0,0,D,,,,2.2,2.8,2.8
F2,18/08/01,Le Mans,Wasquehal,2,2,D,1,0,H,,,,1.85,2.8,3.5
F2,18/08/01,Nancy,Gueugnon,0,1,A,0,1,A,,,,2.2,2.8,2.8
F2,18/08/01,Nimes,Le Havre,0,0,D,0,0,D,,,,2.3,2.7,2.9
F2,18/08/01,Niort,Istres,2,0,H,0,0,D,,,,1.55,3.3,4.5
F2,18/08/01,Strasbourg,Laval,4,1,H,1,0,H,,,,1.55,3.3,4.5
F2,24/08/01,Strasbourg,Chateauroux,2,0,H,1,0,H,,,,,,
F2,25/08/01,Ajaccio,Le Mans,1,0,H,1,0,H,,,,1.65,2.9,4.2
F2,25/08/01,Amiens,Creteil,2,1,H,1,0,H,,,,1.8,2.8,3.8
F2,25/08/01,Gueugnon,Caen,2,2,D,1,1,D,,,,1.5,3.2,5
F2,25/08/01,Istres,Beauvais,0,2,A,0,0,D,,,,2.4,2.9,2.4
F2,25/08/01,Laval,Nimes,1,0,H,1,0,H,,,,1.7,2.9,4
F2,25/08/01,Le Havre,Grenoble,4,0,H,1,0,H,,,,1.85,2.8,3.5
F2,25/08/01,Martigues,Nancy,0,0,D,0,0,D,,,,2.2,2.9,2.7
F2,25/08/01,Nice,Niort,3,1,H,1,1,D,,,,2.3,2.7,2.7
F2,25/08/01,Wasquehal,St Etienne,1,1,D,1,1,D,,,,2.2,2.9,2.7
F2,28/08/01,St Etienne,Ajaccio,1,0,H,1,0,H,,,,1.8,2.9,3.6
F2,29/08/01,Beauvais,Laval,2,0,H,0,0,D,,,,1.8,2.8,3.7
F2,29/08/01,Caen,Amiens,2,4,A,2,1,H,,,,1.85,2.8,3.5
F2,29/08/01,Chateauroux,Le Havre,4,2,H,2,1,H,,,,1.9,2.8,3.3
F2,29/08/01,Creteil,Gueugnon,3,1,H,1,0,H,,,,2.6,2.7,2.4
F2,29/08/01,Grenoble,Wasquehal,2,1,H,1,0,H,,,,1.85,2.8,3.5
F2,29/08/01,Le Mans,Martigues,1,0,H,0,0,D,,,,1.9,2.8,3.3
F2,29/08/01,Nancy,Nice,1,0,H,0,0,D,,,,2,2.8,3.1
F2,29/08/01,Nimes,Istres,0,0,D,0,0,D,,,,1.8,2.8,3.7
F2,29/08/01,Niort,Strasbourg,1,1,D,0,1,A,,,,2.5,2.7,2.5
F2,07/09/01,Gueugnon,Le Mans,1,1,D,0,0,D,,,,1.65,2.9,4.3
F2,08/09/01,Ajaccio,Wasquehal,2,0,H,1,0,H,,,,1.55,3.3,4.5
F2,08/09/01,Amiens,St Etienne,2,1,H,1,1,D,,,,2.4,2.7,2.6
F2,08/09/01,Istres,Nancy,1,0,H,0,0,D,,,,2.5,2.7,2.5,,,
F2,08/09/01,Laval,Caen,0,1,A,0,0,D,,,,1.9,2.8,3.3,,,
F2,08/09/01,Le Havre,Beauvais,0,0,D,0,0,D,,,,2.1,2.8,3,,,
F2,08/09/01,Martigues,Creteil,3,1,H,2,1,H,,,,2.3,2.7,2.7,,,
F2,08/09/01,Nice,Chateauroux,1,2,A,0,0,D,,,,1.9,2.8,3.3,,,
F2,08/09/01,Niort,Grenoble,0,0,D,0,0,D,,,,1.7,2.9,4,,,
F2,14/09/01,Caen,Nice,1,0,H,1,0,H,,,,1.75,2.8,4,,,
