day,date,home_team,result,away_team
Thursday,March 19,SEA,3-0,NY Red Bulls
Saturday,March 28,SEA,2-0,Real Salt Lake
Saturday,April 4,Toronto FC,0-2,SEA
Saturday,April 11,SEA,0-1,Sporting KC
Saturday,April 18,Chivas USA,2-0,SEA
Saturday,April 25,SEA,2-0,San Jose
Saturday,May 2,Chicago,1-1,SEA
Sunday,May 10,SEA,1-1,LA Galaxy
Saturday,May 16,FC Dallas,1-1,SEA
Saturday,May 23,Colorado,2-2,SEA
Saturday,May 30,SEA,1-1,Columbus
Saturday,June 6,Chivas USA,1-0,SEA
Saturday,June 13,SEA,2-1,San Jose
Wednesday,June 17,SEA,3-3,D.C. United
Saturday,June 20,NY Red Bulls,1-1,SEA
Sunday,June 28,SEA,3-0,Colorado
Saturday,July 11,SEA,2-1,Houston
Saturday,July 25,SEA,0-0,Chicago
Sunday,August 2,San Jose,4-0,SEA
Saturday,August 8,Real Salt Lake,1-0,SEA
Saturday,August 15,LA Galaxy,0-2,SEA
Thursday,August 20,SEA,0-1,New England
Sunday,August 23,Houston,1-1,SEA
Saturday,August 29,SEA,0-0,Toronto FC
Saturday,September 12,D.C. United,1-2,SEA
Saturday,September 19,SEA,0-0,Chivas USA
Saturday,September 26,New England,2-1,SEA
Saturday,October 3,Columbus,0-1,SEA
Saturday,October 17,Sporting KC,2-3,SEA
Saturday,October 24,SEA,2-1,FC Dallas
