day,date,home_team,result,away_team
Saturday,March 21,DAL,1-3,Chicago
Sunday,March 29,DAL,0-2,Chivas USA
Saturday,April 4,New England,2-1,DAL
Saturday,April 11,Toronto FC,1-1,DAL
Sunday,April 19,DAL,3-2,Toronto FC
Saturday,April 25,Chivas USA,2-0,DAL
Saturday,May 2,D.C. United,2-1,DAL
Saturday,May 9,Houston,1-0,DAL
Saturday,May 16,Seattle,1-1,DAL
Saturday,May 23,DAL,1-1,LA Galaxy
Sunday,May 31,Chicago,0-3,DAL
Sunday,June 7,DAL,2-2,San Jose
Saturday,June 13,DAL,1-3,Houston
Saturday,June 20,DAL,2-1,Columbus
Wednesday,June 24,Colorado,1-1,DAL
Saturday,July 4,DAL,2-1,NY Red Bulls
Saturday,July 11,Colorado,1-0,DAL
Friday,July 24,Real Salt Lake,4-2,DAL
Saturday,August 1,DAL,6-0,Sporting KC
Thursday,August 6,DAL,1-0,Houston
Saturday,August 15,Columbus,2-0,DAL
Sunday,August 23,NY Red Bulls,3-2,DAL
Saturday,September 5,DAL,2-2,D.C. United
Saturday,September 12,LA Galaxy,3-6,DAL
Saturday,September 19,Sporting KC,3-2,DAL
Saturday,September 26,DAL,3-0,Real Salt Lake
Wednesday,September 30,DAL,1-0,New England
Wednesday,October 7,San Jose,1-2,DAL
Saturday,October 17,DAL,2-1,Colorado
Saturday,October 24,Seattle,2-1,DAL
