day,date,home_team,result,away_team
Saturday,March 21,HOU,1-1,Columbus
Saturday,March 28,San Jose,3-2,HOU
Saturday,April 4,D.C. United,1-0,HOU
Saturday,April 11,HOU,0-0,NY Red Bulls
Sunday,April 19,HOU,1-0,Colorado
Sunday,May 3,New England,0-2,HOU
Saturday,May 9,HOU,1-0,FC Dallas
Saturday,May 16,NY Red Bulls,1-1,HOU
Saturday,May 23,HOU,3-1,San Jose
Saturday,May 30,HOU,3-0,Toronto FC
Friday,June 5,Chicago,0-1,HOU
Wednesday,June 10,HOU,1-0,Chivas USA
Saturday,June 13,FC Dallas,1-3,HOU
Saturday,June 20,HOU,1-1,Real Salt Lake
Sunday,June 28,LA Galaxy,1-0,HOU
Saturday,July 4,Sporting KC,0-1,HOU
Saturday,July 11,Seattle,2-1,HOU
Saturday,July 18,Toronto FC,1-1,HOU
Saturday,July 25,HOU,0-1,New England
Saturday,August 1,HOU,4-3,D.C. United
Thursday,August 6,FC Dallas,1-0,HOU
Sunday,August 9,HOU,3-2,Chicago
Saturday,August 15,Real Salt Lake,0-0,HOU
Sunday,August 23,Seattle,1-1,HOU
Sunday,August 30,Colorado,1-0,HOU
Sunday,September 13,Columbus,2-1,HOU
Saturday,September 19,HOU,3-2,Real Salt Lake
Sunday,October 4,HOU,1-1,Sporting KC
Sunday,October 18,HOU,0-0,LA Galaxy
Sunday,October 25,Chivas USA,2-3,HOU
