day,date,home_team,result,away_team
Saturday,March 21,San Jose,0-1,NE
Saturday,March 28,NY Red Bulls,1-1,NE
Saturday,April 4,NE,2-1,FC Dallas
Friday,April 17,D.C. United,1-1,NE
Saturday,April 25,Real Salt Lake,6-0,NE
Sunday,May 3,NE,0-2,Houston
Saturday,May 9,Chicago,1-1,NE
Saturday,May 16,NE,1-1,Colorado
Saturday,May 23,Toronto FC,3-1,NE
Saturday,May 30,NE,2-1,D.C. United
Sunday,June 7,NE,4-0,NY Red Bulls
Saturday,June 13,Sporting KC,3-1,NE
Saturday,July 4,LA Galaxy,1-0,NE
Saturday,July 11,NE,0-0,Sporting KC
Sunday,July 19,NE,2-0,Chivas USA
Saturday,July 25,Houston,0-1,NE
Saturday,August 1,NE,1-1,Toronto FC
Saturday,August 8,NE,1-2,LA Galaxy
Thursday,August 20,Seattle,0-1,NE
Sunday,August 23,NE,3-1,Real Salt Lake
Saturday,August 29,NE,2-1,San Jose
Saturday,September 5,NE,2-4,Sporting KC
Sunday,September 13,Chivas USA,2-0,NE
Friday,September 18,NY Red Bulls,1-1,NE
Saturday,September 26,Seattle,2-1,NE
Wednesday,September 30,FC Dallas,1-0,NE
Saturday,October 3,Colorado,1-1,NE
Saturday,October 10,NE,0-1,Columbus
Saturday,October 17,NE,0-0,Chicago
Sunday,October 25,Columbus,0-1,NE
